"";"disp_id";"district_id";"account_id";"client_id";"type.x";"gender";"age";"loan_id";"date";"amount";"duration";"payments";"status";"current_time";"name";"region";"no..of.inhabitants";"no..of.municipalities.with.inhabitants...499";"no..of.municipalities.with.inhabitants.500.1999";"no..of.municipalities.with.inhabitants.2000.9999";"no..of.municipalities.with.inhabitants..10000";"no..of.cities";"ratio.of.urban.inhabitants";"average.salary";"unemploymant.rate..95";"unemploymant.rate..96";"no..of.enterpreneurs.per.1000.inhabitants";"no..of.commited.crimes..95";"no..of.commited.crimes..96";"card_id";"type.y";"issued";"weeks"
"201";7390;1;6118;7390;"OWNER";"0";61;6244;1995-01-08;270648;36;7518;-1;204,291666666667;"Hl.m. Praha";"Prague";1204953;0;0;0;1;1;"100.0";12541;"0.29";"0.43";167;85677;99107;NA;NA;NA;NA
"202";7422;74;6148;7422;"OWNER";"0";40;6253;1994-11-04;59760;24;2490;1;213,577380952381;"Ostrava - mesto";"north Moravia";323870;0;0;0;1;1;"100.0";10673;"4.75";"5.44";100;18782;18347;NA;NA;NA;NA
"203";7423;74;6148;7423;"DISPONENT";"1";34;6253;1994-11-04;59760;24;2490;1;213,577380952381;"Ostrava - mesto";"north Moravia";323870;0;0;0;1;1;"100.0";10673;"4.75";"5.44";100;18782;18347;NA;NA;NA;NA
"204";7521;74;6226;7521;"OWNER";"1";39;6272;1994-12-20;398640;60;6644;1;207,005952380952;"Ostrava - mesto";"north Moravia";323870;0;0;0;1;1;"100.0";10673;"4.75";"5.44";100;18782;18347;NA;NA;NA;NA
"205";7576;38;6273;7576;"OWNER";"0";36;6279;1994-06-07;87360;24;3640;1;235,011904761905;"Louny";"north Bohemia";85852;41;23;4;2;4;"59.8";8965;"7.08";"8.23";104;2653;2822;NA;NA;NA;NA
"206";7594;64;6289;7594;"OWNER";"1";50;6283;1996-08-11;85632;48;1784;1;121,291666666667;"Zlin";"south Moravia";197099;29;41;10;2;10;"74.7";9624;"1.60";"2.31";145;4484;4265;NA;NA;NA;NA
"207";7672;26;6353;7672;"OWNER";"0";46;6294;1995-02-12;79920;60;1332;1;199,291666666667;"Plzen - mesto";"west Bohemia";170449;0;0;0;1;1;"100.0";10787;"2.64";"3.09";131;6041;6261;NA;NA;NA;NA
"208";7678;3;6358;7678;"OWNER";"0";37;6296;1996-08-06;270384;48;5633;1;122,005952380952;"Beroun";"central Bohemia";75232;55;26;4;1;5;"41.7";8980;"1.95";"2.21";111;2824;2813;NA;NA;NA;NA
"209";7683;12;6363;7683;"OWNER";"0";53;6297;1994-10-25;17508;12;1459;1;215,005952380952;"Pribram";"central Bohemia";107870;84;29;6;1;6;"58.0";8754;"3.83";"4.31";137;3804;3868;NA;NA;NA;NA
"210";7723;48;6397;7723;"OWNER";"1";32;6302;1996-09-16;181020;60;3017;1;116,14880952381;"Rychnov nad Kneznou";"east Bohemia";78955;50;24;8;1;9;"59.0";9060;"1.78";"2.44";124;1655;1717;NA;NA;NA;NA
"211";7724;48;6397;7724;"DISPONENT";"0";31;6302;1996-09-16;181020;60;3017;1;116,14880952381;"Rychnov nad Kneznou";"east Bohemia";78955;50;24;8;1;9;"59.0";9060;"1.78";"2.44";124;1655;1717;NA;NA;NA;NA
"212";7727;31;6400;7727;"OWNER";"1";40;6303;1996-02-12;72408;24;3017;-1;147,14880952381;"Tachov";"west Bohemia";51313;34;12;3;1;4;"59.2";8930;"3.52";"4.20";108;1328;1452;NA;NA;NA;NA
"213";7753;70;6425;7753;"OWNER";"1";20;6306;1994-12-20;36684;12;3057;1;207,005952380952;"Karvina";"north Moravia";285387;0;2;8;5;7;"89.9";10177;"6.63";"7.75";81;9878;10108;NA;NA;NA;NA
"214";7765;1;6434;7765;"OWNER";"1";41;6309;1996-11-11;110136;24;4589;1;108,142857142857;"Hl.m. Praha";"Prague";1204953;0;0;0;1;1;"100.0";12541;"0.29";"0.43";167;85677;99107;NA;NA;NA;NA
"215";7814;61;6472;7814;"OWNER";"1";23;6315;1995-02-06;43164;12;3597;1;200,14880952381;"Trebic";"south Moravia";117897;139;28;5;1;6;"53.8";8814;"4.76";"5.74";107;2112;2059;NA;NA;NA;NA
"216";7815;4;6473;7815;"OWNER";"1";53;6316;1994-05-26;76908;12;6409;-1;236,72619047619;"Kladno";"central Bohemia";149893;63;29;6;2;6;"67.4";9753;"4.64";"5.05";109;5244;5892;NA;NA;NA;NA
"217";7914;38;6555;7914;"OWNER";"1";32;6336;1994-03-31;212400;36;5900;1;244,72619047619;"Louny";"north Bohemia";85852;41;23;4;2;4;"59.8";8965;"7.08";"8.23";104;2653;2822;NA;NA;NA;NA
"218";7980;16;6609;7980;"OWNER";"0";22;6342;1995-11-12;60156;36;1671;-1;160,291666666667;"Jindrichuv Hradec";"south Bohemia";93931;74;21;10;1;8;"56.9";8427;"1.12";"1.54";107;1874;1913;NA;NA;NA;NA
"219";8076;16;6688;8076;"OWNER";"1";48;6354;1996-10-23;22968;36;638;1;110,863095238095;"Jindrichuv Hradec";"south Bohemia";93931;74;21;10;1;8;"56.9";8427;"1.12";"1.54";107;1874;1913;NA;NA;NA;NA
"220";8091;5;6701;8091;"OWNER";"0";28;6356;1993-12-08;95400;36;2650;1;260,863095238095;"Kolin";"central Bohemia";95616;65;30;4;1;6;"51.4";9307;"3.85";"4.43";118;2616;3040;NA;NA;NA;NA
"221";8105;72;6715;8105;"OWNER";"0";36;6358;1995-01-14;137880;60;2298;-1;203,434523809524;"Olomouc";"north Moravia";226122;32;50;7;4;4;"62.6";8994;"3.80";"4.79";110;9672;9208;NA;NA;NA;NA
"222";8130;62;6738;8130;"OWNER";"1";23;6362;1995-10-31;37908;12;3159;1;162,005952380952;"Uherske Hradiste";"south Moravia";145688;22;41;13;2;5;"40.7";8544;"1.29";"1.86";109;2719;2906;NA;NA;NA;NA
"223";8359;74;6924;8359;"OWNER";"0";19;6403;1995-12-05;194880;48;4060;1;157,005952380952;"Ostrava - mesto";"north Moravia";323870;0;0;0;1;1;"100.0";10673;"4.75";"5.44";100;18782;18347;NA;NA;NA;NA
"224";8366;41;6930;8366;"OWNER";"1";38;6407;1994-05-26;25944;24;1081;1;236,72619047619;"Usti nad Labem";"north Bohemia";118650;8;8;5;1;3;"85.6";9832;"3.32";"4.48";114;6445;5471;NA;NA;NA;NA
"225";8432;38;6985;8432;"OWNER";"1";31;6421;1996-07-25;96768;36;2688;1;123,720238095238;"Louny";"north Bohemia";85852;41;23;4;2;4;"59.8";8965;"7.08";"8.23";104;2653;2822;NA;NA;NA;NA
"226";8433;38;6985;8433;"DISPONENT";"0";37;6421;1996-07-25;96768;36;2688;1;123,720238095238;"Louny";"north Bohemia";85852;41;23;4;2;4;"59.8";8965;"7.08";"8.23";104;2653;2822;NA;NA;NA;NA
"227";8598;46;7123;8598;"OWNER";"1";41;6456;1993-12-09;47016;12;3918;1;260,720238095238;"Nachod";"east Bohemia";112709;48;20;7;3;10;"73.5";8369;"1.79";"2.31";117;2854;2618;NA;NA;NA;NA
"228";8610;55;7133;8610;"OWNER";"1";51;6460;1994-11-06;48672;36;1352;1;213,291666666667;"Brno - venkov";"south Moravia";157042;49;70;18;0;9;"33.9";8743;"1.88";"2.43";111;3659;3894;NA;NA;NA;NA
"229";8611;55;7133;8611;"DISPONENT";"0";50;6460;1994-11-06;48672;36;1352;1;213,291666666667;"Brno - venkov";"south Moravia";157042;49;70;18;0;9;"33.9";8743;"1.88";"2.43";111;3659;3894;NA;NA;NA;NA
"230";8615;12;7136;8615;"OWNER";"1";60;6461;1996-09-19;74124;36;2059;1;115,720238095238;"Pribram";"central Bohemia";107870;84;29;6;1;6;"58.0";8754;"3.83";"4.31";137;3804;3868;NA;NA;NA;NA
"231";8670;5;7184;8670;"OWNER";"1";56;6471;1996-08-04;155640;24;6485;1;122,291666666667;"Kolin";"central Bohemia";95616;65;30;4;1;6;"51.4";9307;"3.85";"4.43";118;2616;3040;NA;NA;NA;NA
"232";8677;49;7190;8677;"OWNER";"0";43;6474;1995-06-06;63360;60;1056;1;183,011904761905;"Semily";"east Bohemia";75685;31;28;5;1;9;"60.8";8208;"1.89";"2.26";155;1660;2123;NA;NA;NA;NA
"233";8678;49;7190;8678;"DISPONENT";"1";36;6474;1995-06-06;63360;60;1056;1;183,011904761905;"Semily";"east Bohemia";75685;31;28;5;1;9;"60.8";8208;"1.89";"2.26";155;1660;2123;NA;NA;NA;NA
"234";8865;1;7401;9173;"OWNER";"0";54;6499;1994-01-05;80952;24;3373;1;256,863095238095;"Hl.m. Praha";"Prague";1204953;0;0;0;1;1;"100.0";12541;"0.29";"0.43";167;85677;99107;NA;NA;NA;NA
"235";8866;1;7401;9174;"DISPONENT";"1";58;6499;1994-01-05;80952;24;3373;1;256,863095238095;"Hl.m. Praha";"Prague";1204953;0;0;0;1;1;"100.0";12541;"0.29";"0.43";167;85677;99107;NA;NA;NA;NA
"236";8888;21;7418;9196;"OWNER";"1";60;6501;1996-04-29;30276;12;2523;-1;136,14880952381;"Tabor";"south Bohemia";103347;87;16;7;1;7;"67.0";9104;"1.51";"2.07";123;2299;2354;NA;NA;NA;NA
"237";8918;64;7445;9226;"OWNER";"1";59;6509;1994-03-15;55368;24;2307;1;247,005952380952;"Zlin";"south Moravia";197099;29;41;10;2;10;"74.7";9624;"1.60";"2.31";145;4484;4265;NA;NA;NA;NA
"238";8928;31;7454;9236;"OWNER";"1";43;6512;1994-05-26;63312;48;1319;1;236,72619047619;"Tachov";"west Bohemia";51313;34;12;3;1;4;"59.2";8930;"3.52";"4.20";108;1328;1452;NA;NA;NA;NA
"239";8965;39;7485;9273;"OWNER";"1";43;6520;1994-03-16;91200;24;3800;1;246,863095238095;"Most";"north Bohemia";119895;17;4;3;2;4;"89.9";10446;"7.34";"9.40";90;4947;4743;NA;NA;NA;NA
"240";8966;39;7485;9274;"DISPONENT";"0";41;6520;1994-03-16;91200;24;3800;1;246,863095238095;"Most";"north Bohemia";119895;17;4;3;2;4;"89.9";10446;"7.34";"9.40";90;4947;4743;NA;NA;NA;NA
"241";9008;63;7523;9316;"OWNER";"1";40;6526;1995-01-03;288468;36;8013;1;205,005952380952;"Vyskov";"south Moravia";86513;38;36;5;1;5;"50.5";8288;"3.79";"4.52";110;1562;1460;NA;NA;NA;NA
"242";9038;43;7546;9346;"OWNER";"0";26;6535;1995-11-02;41952;12;3496;1;161,720238095238;"Hradec Kralove";"east Bohemia";161854;73;21;6;1;6;"76.3";9425;"1.72";"2.50";125;4085;3891;NA;NA;NA;NA
"243";9058;72;7562;9366;"OWNER";"0";23;6540;1995-12-31;309600;48;6450;1;153,291666666667;"Olomouc";"north Moravia";226122;32;50;7;4;4;"62.6";8994;"3.80";"4.79";110;9672;9208;NA;NA;NA;NA
"244";9109;21;7606;9417;"OWNER";"0";50;6545;1995-12-12;191880;60;3198;1;156,005952380952;"Tabor";"south Bohemia";103347;87;16;7;1;7;"67.0";9104;"1.51";"2.07";123;2299;2354;NA;NA;NA;NA
"245";9110;1;7607;9418;"OWNER";"0";49;6546;1995-03-27;31728;24;1322;1;193,154761904762;"Hl.m. Praha";"Prague";1204953;0;0;0;1;1;"100.0";12541;"0.29";"0.43";167;85677;99107;NA;NA;NA;NA
"246";9111;1;7607;9419;"DISPONENT";"1";48;6546;1995-03-27;31728;24;1322;1;193,154761904762;"Hl.m. Praha";"Prague";1204953;0;0;0;1;1;"100.0";12541;"0.29";"0.43";167;85677;99107;NA;NA;NA;NA
"247";9119;62;7614;9427;"OWNER";"1";28;6550;1996-05-18;320592;48;6679;1;133,434523809524;"Uherske Hradiste";"south Moravia";145688;22;41;13;2;5;"40.7";8544;"1.29";"1.86";109;2719;2906;989;"classic";1996-02-21;145,863095238095
"248";9120;62;7614;9428;"DISPONENT";"0";34;6550;1996-05-18;320592;48;6679;1;133,434523809524;"Uherske Hradiste";"south Moravia";145688;22;41;13;2;5;"40.7";8544;"1.29";"1.86";109;2719;2906;NA;NA;NA;NA
"249";9285;74;7753;9593;"OWNER";"1";31;6577;1994-03-11;51696;24;2154;1;247,577380952381;"Ostrava - mesto";"north Moravia";323870;0;0;0;1;1;"100.0";10673;"4.75";"5.44";100;18782;18347;1005;"classic";1993-11-07;265,291666666667
"250";9298;52;7765;9606;"OWNER";"0";50;6578;1995-12-11;27984;12;2332;1;156,14880952381;"Usti nad Orlici";"east Bohemia";139012;59;41;8;3;10;"61.9";8363;"2.52";"3.49";108;2564;2799;NA;NA;NA;NA
"251";9303;23;7769;9611;"OWNER";"0";40;6580;1994-05-22;196080;48;4085;1;237,297619047619;"Cheb";"west Bohemia";87419;21;11;4;3;9;"85.5";8624;"1.79";"2.66";102;2879;3198;NA;NA;NA;NA
"252";9333;64;7795;9641;"OWNER";"0";54;6585;1996-10-29;372120;60;6202;1;110;"Zlin";"south Moravia";197099;29;41;10;2;10;"74.7";9624;"1.60";"2.31";145;4484;4265;NA;NA;NA;NA
"253";9334;64;7795;9642;"DISPONENT";"1";61;6585;1996-10-29;372120;60;6202;1;110;"Zlin";"south Moravia";197099;29;41;10;2;10;"74.7";9624;"1.60";"2.31";145;4484;4265;NA;NA;NA;NA
"254";9355;19;7815;9663;"OWNER";"0";53;6589;1996-01-01;189696;24;7904;1;153,14880952381;"Prachatice";"south Bohemia";51428;50;11;3;1;4;"52.7";8402;"3.13";"3.98";120;999;1099;NA;NA;NA;NA
"255";9356;19;7815;9664;"DISPONENT";"1";54;6589;1996-01-01;189696;24;7904;1;153,14880952381;"Prachatice";"south Bohemia";51428;50;11;3;1;4;"52.7";8402;"3.13";"3.98";120;999;1099;NA;NA;NA;NA
"256";9362;38;7819;9670;"OWNER";"0";51;6591;1995-02-02;20832;48;434;1;200,720238095238;"Louny";"north Bohemia";85852;41;23;4;2;4;"59.8";8965;"7.08";"8.23";104;2653;2822;NA;NA;NA;NA
"257";9367;60;7824;9675;"OWNER";"1";29;6594;1994-09-28;189696;24;7904;-1;218,863095238095;"Prostejov";"south Moravia";110643;49;41;4;1;4;"51.9";8441;"3.45";"4.48";115;1879;2252;NA;NA;NA;NA
"258";9394;33;7844;9702;"OWNER";"1";47;6596;1994-06-25;91584;24;3816;1;232,440476190476;"Decin";"north Bohemia";133777;24;17;7;3;11;"84.7";8705;"5.75";"7.61";116;4650;4859;NA;NA;NA;NA
"259";9407;35;7857;9715;"OWNER";"1";21;6598;1995-01-18;68112;12;5676;1;202,863095238095;"Jablonec n. Nisou";"north Bohemia";88768;10;18;5;1;7;"80.5";8867;"1.02";"1.21";130;3384;3620;NA;NA;NA;NA
"260";9409;52;7859;9717;"OWNER";"1";46;6599;1996-11-19;72120;12;6010;1;107;"Usti nad Orlici";"east Bohemia";139012;59;41;8;3;10;"61.9";8363;"2.52";"3.49";108;2564;2799;NA;NA;NA;NA
"261";9410;52;7859;9718;"DISPONENT";"0";40;6599;1996-11-19;72120;12;6010;1;107;"Usti nad Orlici";"east Bohemia";139012;59;41;8;3;10;"61.9";8363;"2.52";"3.49";108;2564;2799;NA;NA;NA;NA
"262";9413;34;7861;9721;"OWNER";"0";44;6600;1995-10-08;21852;36;607;1;165,291666666667;"Chomutov";"north Bohemia";125236;28;11;1;4;5;"87.7";9675;"6.43";"7.68";100;5323;5190;NA;NA;NA;NA
"263";9490;69;7926;9798;"OWNER";"1";49;6613;1996-09-22;84120;24;3505;1;115,291666666667;"Jesenik";"north Moravia";42821;4;13;5;1;3;"48.4";8173;NA;"7.01";124;NA;1358;NA;NA;NA;NA
"264";9536;55;7965;9844;"OWNER";"0";53;6624;1994-09-30;71460;12;5955;1;218,577380952381;"Brno - venkov";"south Moravia";157042;49;70;18;0;9;"33.9";8743;"1.88";"2.43";111;3659;3894;NA;NA;NA;NA
"265";9537;55;7965;9845;"DISPONENT";"1";55;6624;1994-09-30;71460;12;5955;1;218,577380952381;"Brno - venkov";"south Moravia";157042;49;70;18;0;9;"33.9";8743;"1.88";"2.43";111;3659;3894;NA;NA;NA;NA
"266";9607;27;8027;9915;"OWNER";"0";31;6642;1994-06-05;77640;12;6470;1;235,297619047619;"Plzen - jih";"west Bohemia";67298;71;19;10;0;7;"43.8";8561;"0.65";"1.29";110;1029;1127;NA;NA;NA;NA
"267";9622;9;8039;9930;"OWNER";"0";26;6644;1996-10-20;93600;24;3900;1;111,291666666667;"Nymburk";"central Bohemia";81344;61;23;4;2;6;"55.3";8899;"3.39";"3.97";149;2987;2487;NA;NA;NA;NA
"268";9625;74;8041;9933;"OWNER";"0";57;6645;1994-11-06;140400;36;3900;1;213,291666666667;"Ostrava - mesto";"north Moravia";323870;0;0;0;1;1;"100.0";10673;"4.75";"5.44";100;18782;18347;NA;NA;NA;NA
"269";9637;31;8051;9945;"OWNER";"1";31;6647;1994-06-01;208320;48;4340;1;235,869047619048;"Tachov";"west Bohemia";51313;34;12;3;1;4;"59.2";8930;"3.52";"4.20";108;1328;1452;NA;NA;NA;NA
"270";9638;31;8051;9946;"DISPONENT";"0";39;6647;1994-06-01;208320;48;4340;1;235,869047619048;"Tachov";"west Bohemia";51313;34;12;3;1;4;"59.2";8930;"3.52";"4.20";108;1328;1452;NA;NA;NA;NA
"271";9665;24;8073;9973;"OWNER";"1";53;6650;1994-02-17;49320;12;4110;-1;250,720238095238;"Karlovy Vary";"west Bohemia";122603;25;21;6;2;8;"80.0";8991;"1.39";"2.01";128;5198;5273;NA;NA;NA;NA
"272";9687;54;8092;9995;"OWNER";"0";40;6659;1996-02-20;56100;60;935;1;146,005952380952;"Brno - mesto";"south Moravia";387570;0;0;0;1;1;"100.0";9897;"1.60";"1.96";140;18721;18696;NA;NA;NA;NA
"273";9732;37;8127;10040;"OWNER";"1";30;6667;1996-07-15;155880;24;6495;1;125,14880952381;"Litomerice";"north Bohemia";114006;71;26;6;2;9;"62.3";9065;"4.46";"5.39";123;4147;4166;NA;NA;NA;NA
"274";9733;37;8127;10041;"DISPONENT";"0";31;6667;1996-07-15;155880;24;6495;1;125,14880952381;"Litomerice";"north Bohemia";114006;71;26;6;2;9;"62.3";9065;"4.46";"5.39";123;4147;4166;NA;NA;NA;NA
"275";9735;45;8129;10043;"OWNER";"0";33;6668;1994-07-30;74736;36;2076;1;227,440476190476;"Jicin";"east Bohemia";77917;85;19;6;1;5;"53.5";8390;"2.28";"2.89";132;2080;2122;NA;NA;NA;NA
"276";9768;26;8159;10076;"OWNER";"1";29;6676;1995-06-13;29784;24;1241;1;182,011904761905;"Plzen - mesto";"west Bohemia";170449;0;0;0;1;1;"100.0";10787;"2.64";"3.09";131;6041;6261;NA;NA;NA;NA
"277";9769;26;8159;10077;"DISPONENT";"0";25;6676;1995-06-13;29784;24;1241;1;182,011904761905;"Plzen - mesto";"west Bohemia";170449;0;0;0;1;1;"100.0";10787;"2.64";"3.09";131;6041;6261;NA;NA;NA;NA
"278";9787;1;8173;10095;"OWNER";"1";23;6678;1994-05-20;80340;12;6695;1;237,583333333333;"Hl.m. Praha";"Prague";1204953;0;0;0;1;1;"100.0";12541;"0.29";"0.43";167;85677;99107;NA;NA;NA;NA
"279";9788;1;8173;10096;"DISPONENT";"0";21;6678;1994-05-20;80340;12;6695;1;237,583333333333;"Hl.m. Praha";"Prague";1204953;0;0;0;1;1;"100.0";12541;"0.29";"0.43";167;85677;99107;NA;NA;NA;NA
"280";9890;31;8260;10198;"OWNER";"0";23;6686;1994-08-25;224604;36;6239;1;223,72619047619;"Tachov";"west Bohemia";51313;34;12;3;1;4;"59.2";8930;"3.52";"4.20";108;1328;1452;NA;NA;NA;NA
"281";9891;31;8260;10199;"DISPONENT";"1";19;6686;1994-08-25;224604;36;6239;1;223,72619047619;"Tachov";"west Bohemia";51313;34;12;3;1;4;"59.2";8930;"3.52";"4.20";108;1328;1452;NA;NA;NA;NA
"282";9892;13;8261;10200;"OWNER";"1";19;6687;1993-09-13;87840;24;3660;1;273,154761904762;"Rakovnik";"central Bohemia";53921;61;22;1;1;2;"41.3";8598;"2.77";"3.26";123;1597;1875;NA;NA;NA;NA
"283";9893;13;8261;10201;"DISPONENT";"0";13;6687;1993-09-13;87840;24;3660;1;273,154761904762;"Rakovnik";"central Bohemia";53921;61;22;1;1;2;"41.3";8598;"2.77";"3.26";123;1597;1875;NA;NA;NA;NA
"284";9961;70;8316;10269;"OWNER";"1";58;6694;1995-03-19;134784;24;5616;1;194,291666666667;"Karvina";"north Moravia";285387;0;2;8;5;7;"89.9";10177;"6.63";"7.75";81;9878;10108;NA;NA;NA;NA
"285";9967;77;8321;10275;"OWNER";"1";29;6696;1994-05-09;89040;60;1484;1;239,154761904762;"Vsetin";"north Moravia";148545;8;35;12;3;4;"53.5";8909;"4.01";"5.56";113;3460;3590;NA;NA;NA;NA
"286";9968;77;8321;10276;"DISPONENT";"0";22;6696;1994-05-09;89040;60;1484;1;239,154761904762;"Vsetin";"north Moravia";148545;8;35;12;3;4;"53.5";8909;"4.01";"5.56";113;3460;3590;NA;NA;NA;NA
"287";9974;1;8327;10282;"OWNER";"0";19;6698;1996-03-10;247728;48;5161;1;143,291666666667;"Hl.m. Praha";"Prague";1204953;0;0;0;1;1;"100.0";12541;"0.29";"0.43";167;85677;99107;NA;NA;NA;NA
"288";9979;48;8330;10287;"OWNER";"1";36;6699;1994-03-30;7656;24;319;1;244,869047619048;"Rychnov nad Kneznou";"east Bohemia";78955;50;24;8;1;9;"59.0";9060;"1.78";"2.44";124;1655;1717;NA;NA;NA;NA
"289";9980;48;8330;10288;"DISPONENT";"0";39;6699;1994-03-30;7656;24;319;1;244,869047619048;"Rychnov nad Kneznou";"east Bohemia";78955;50;24;8;1;9;"59.0";9060;"1.78";"2.44";124;1655;1717;NA;NA;NA;NA
"290";10042;29;8377;10350;"OWNER";"1";37;6704;1995-06-01;417060;60;6951;1;183,72619047619;"Rokycany";"west Bohemia";45714;52;10;5;1;6;"55.6";8843;"2.82";"3.60";113;818;888;NA;NA;NA;NA
"291";10043;29;8377;10351;"DISPONENT";"0";40;6704;1995-06-01;417060;60;6951;1;183,72619047619;"Rokycany";"west Bohemia";45714;52;10;5;1;6;"55.6";8843;"2.82";"3.60";113;818;888;NA;NA;NA;NA
"292";10074;20;8405;10382;"OWNER";"1";34;6712;1995-10-14;266220;60;4437;1;164,434523809524;"Strakonice";"south Bohemia";70646;94;14;3;1;4;"58.4";8547;"2.65";"3.64";120;1563;1542;NA;NA;NA;NA
"293";10081;20;8411;10389;"OWNER";"1";55;6715;1996-05-06;220620;60;3677;1;135,14880952381;"Strakonice";"south Bohemia";70646;94;14;3;1;4;"58.4";8547;"2.65";"3.64";120;1563;1542;NA;NA;NA;NA
"294";10151;17;8475;10459;"OWNER";"1";34;6721;1994-01-21;21072;24;878;1;254,577380952381;"Pelhrimov";"south Bohemia";74062;99;15;4;2;7;"61.4";8114;"2.38";"2.62";119;1003;1181;NA;NA;NA;NA
"295";10167;51;8489;10475;"OWNER";"1";50;6725;1995-06-23;265320;36;7370;1;180,583333333333;"Trutnov";"east Bohemia";121947;37;28;7;3;11;"70.5";8541;"2.51";"2.97";131;3496;3839;NA;NA;NA;NA
"296";10168;51;8489;10476;"DISPONENT";"0";48;6725;1995-06-23;265320;36;7370;1;180,583333333333;"Trutnov";"east Bohemia";121947;37;28;7;3;11;"70.5";8541;"2.51";"2.97";131;3496;3839;NA;NA;NA;NA
"297";10171;2;8492;10479;"OWNER";"1";43;6726;1995-09-03;85860;60;1431;1;170,297619047619;"Benesov";"central Bohemia";88884;80;26;6;2;5;"46.7";8507;"1.67";"1.85";132;2159;2674;NA;NA;NA;NA
"298";10202;23;8519;10510;"OWNER";"1";54;6729;1994-08-11;74688;12;6224;1;225,72619047619;"Cheb";"west Bohemia";87419;21;11;4;3;9;"85.5";8624;"1.79";"2.66";102;2879;3198;NA;NA;NA;NA
"299";10203;23;8519;10511;"DISPONENT";"0";49;6729;1994-08-11;74688;12;6224;1;225,72619047619;"Cheb";"west Bohemia";87419;21;11;4;3;9;"85.5";8624;"1.79";"2.66";102;2879;3198;NA;NA;NA;NA
"300";10220;47;8533;10528;"OWNER";"1";47;6732;1996-09-19;174048;48;3626;1;115,720238095238;"Pardubice";"east Bohemia";162580;83;26;5;1;6;"72.8";9538;"1.51";"1.81";111;6079;5410;NA;NA;NA;NA
"301";10235;14;8547;10543;"OWNER";"1";54;6734;1996-05-30;173016;36;4806;1;131,720238095238;"Ceske Budejovice";"south Bohemia";177686;69;27;10;1;9;"74.8";10045;"1.42";"1.71";135;6604;6295;NA;NA;NA;NA
"302";10247;1;8558;10555;"OWNER";"0";63;6736;1994-06-14;288360;60;4806;1;234,011904761905;"Hl.m. Praha";"Prague";1204953;0;0;0;1;1;"100.0";12541;"0.29";"0.43";167;85677;99107;NA;NA;NA;NA
